City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
219,Saint Anthony,US,2021-02-02 23:51:26,45.0205,-93.218,24.8,74,90,4.61
220,Severo-Kurilsk,RU,2021-02-02 23:51:26,50.6789,156.125,22.98,93,87,47.38
221,Melchor De Mencos,GT,2021-02-02 23:51:26,17.0686,-89.1522,75.2,60,75,4.61
222,Vardo,NO,2021-02-02 23:51:26,70.3705,31.1107,21.2,73,40,18.41
223,Saint-Pierre,RE,2021-02-02 23:51:26,-21.3393,55.4781,78.8,73,40,5.75
224,Bar Harbor,US,2021-02-02 23:50:09,44.3876,-68.2039,32.0,93,90,16.11
225,Kolobrzeg,PL,2021-02-02 23:51:26,54.1757,15.5834,28.0,90,99,3.15
226,Medeiros Neto,BR,2021-02-02 23:51:26,-17.3739,-40.2206,74.48,83,100,9.08
227,Itoman,JP,2021-02-02 23:51:27,26.1247,127.6694,59.0,58,20,9.22
228,Mount Isa,AU,2021-02-02 23:51:27,-20.7333,139.5,89.6,45,56,6.91
229,Uvira,CD,2021-02-02 23:51:27,-3.4067,29.1458,72.45,61,96,3.22
230,Pozzallo,IT,2021-02-02 23:51:27,36.7305,14.8499,44.6,93,0,4.61
231,Dunedin,NZ,2021-02-02 23:51:27,-45.8742,170.5036,67.32,61,74,8.12
232,Kadyy,RU,2021-02-02 23:51:27,57.787,43.1903,9.07,96,75,3.74
233,Suna,RU,2021-02-02 23:51:27,57.8338,50.0588,7.5,95,84,8.25
234,Sandwick,GB,2021-02-02 23:51:27,60.0,-1.25,37.4,75,75,23.02
235,Cockburn Town,TC,2021-02-02 23:51:28,21.4612,-71.1419,75.18,79,31,16.62
236,Coquimbo,CL,2021-02-02 23:51:28,-29.9533,-71.3436,62.6,77,0,11.5
237,Ponta Delgada,PT,2021-02-02 23:51:28,37.7333,-25.6667,57.2,62,20,26.46
238,Santa Cruz,BO,2021-02-02 23:51:28,-17.8,-63.1667,77.45,81,99,8.9
239,Fort Nelson,CA,2021-02-02 23:51:28,58.8053,-122.7002,-7.6,71,90,10.36
240,Sinop,TR,2021-02-02 23:51:28,41.7711,34.8709,49.82,50,100,11.5
241,Akersberga,SE,2021-02-02 23:51:28,59.4794,18.2997,25.0,93,90,11.5
242,Souillac,MU,2021-02-02 23:51:28,-20.5167,57.5167,78.8,78,40,6.91
243,Lompoc,US,2021-02-02 23:47:27,34.6391,-120.4579,62.6,72,20,12.66
244,Brzeziny,PL,2021-02-02 23:47:29,51.8002,19.7514,36.0,93,75,3.44
245,Ponta Do Sol,PT,2021-02-02 23:51:29,32.6667,-17.1,60.01,75,59,4.9
246,Parabel,RU,2021-02-02 23:51:29,58.6978,81.4825,13.01,96,100,8.7
247,Lahij,YE,2021-02-02 23:51:29,13.1667,44.5833,66.99,82,8,3.89
248,Camabatela,AO,2021-02-02 23:51:29,-8.1881,15.375,63.55,100,100,1.01
249,Celestun,MX,2021-02-02 23:51:29,20.8667,-90.4,66.85,65,57,9.42
250,Pudozh,RU,2021-02-02 23:51:29,61.8099,36.5345,4.86,94,22,2.71
251,Asau,RO,2021-02-02 23:51:29,46.4333,26.4,32.0,75,26,5.03
252,Codrington,AU,2021-02-02 23:51:30,-38.2667,141.9667,63.25,64,55,10.92
253,Ust-Kuyga,RU,2021-02-02 23:51:30,70.0167,135.6,-34.01,81,100,7.07
254,Vao,NC,2021-02-02 23:49:36,-22.6667,167.4833,79.61,74,95,37.76
255,Yaan,NG,2021-02-02 23:51:30,7.3833,8.5667,79.57,22,17,4.97
256,Alyangula,AU,2021-02-02 23:51:30,-13.8483,136.4192,86.0,70,100,5.75
257,Clyde River,CA,2021-02-02 23:51:30,70.4692,-68.5914,-32.8,68,1,3.44
258,Sai Buri,TH,2021-02-02 23:49:43,6.7013,101.6168,75.04,83,70,8.66
259,Denpasar,ID,2021-02-02 23:47:13,-8.65,115.2167,80.6,83,40,12.66
260,Xai-Xai,MZ,2021-02-02 23:51:31,-25.0519,33.6442,76.71,92,96,9.95
261,Sao Filipe,CV,2021-02-02 23:51:31,14.8961,-24.4956,72.43,78,1,7.7
262,Malgrat De Mar,ES,2021-02-02 23:51:31,41.6466,2.7414,55.99,87,0,3.44
263,Roebourne,AU,2021-02-02 23:51:31,-20.7833,117.1333,82.8,79,92,17.05
264,Shimoda,JP,2021-02-02 23:51:31,34.6667,138.95,46.4,57,20,12.66
265,Williams Lake,CA,2021-02-02 23:51:31,52.1415,-122.1445,34.0,93,75,5.75
266,Wewak,PG,2021-02-02 23:51:31,-3.5534,143.6268,76.68,90,100,7.83
267,Airai,TL,2021-02-02 23:49:19,-8.9266,125.4092,66.4,97,100,2.91
268,Katsuura,JP,2021-02-02 23:51:31,35.1333,140.3,46.4,57,40,10.36
269,Riyadh,SA,2021-02-02 23:48:02,24.6877,46.7219,60.8,31,0,5.75
270,Barcelos,PT,2021-02-02 23:49:19,41.5388,-8.6151,57.2,94,90,18.41
271,Melfi,IT,2021-02-02 23:51:32,40.9965,15.6514,42.8,87,0,16.11
272,Port Lincoln,AU,2021-02-02 23:51:32,-34.7333,135.8667,65.95,70,84,13.06
273,Hoopstad,ZA,2021-02-02 23:51:32,-27.8327,25.9083,58.12,91,100,11.45
274,Calbuco,CL,2021-02-02 23:51:32,-41.768,-73.1273,64.4,63,0,12.66
275,Totness,SR,2021-02-02 23:48:52,5.8833,-56.3167,77.59,86,91,12.53
276,Ust-Barguzin,RU,2021-02-02 23:51:32,53.45,108.9833,-16.2,86,82,3.78
277,Sechura,PE,2021-02-02 23:51:32,-5.5569,-80.8222,77.2,64,13,17.87
278,Rocha,UY,2021-02-02 23:51:33,-34.4833,-54.3333,70.48,94,89,7.23
279,Gap,FR,2021-02-02 23:51:33,44.6667,6.0,39.99,89,73,2.8
280,Hofn,IS,2021-02-02 23:51:33,64.2539,-15.2082,31.19,96,100,15.37
281,Praia Da Vitoria,PT,2021-02-02 23:51:33,38.7333,-27.0667,55.0,82,40,24.27
282,Yuzhou,CN,2021-02-02 23:51:33,34.1628,113.4639,28.4,93,0,2.24
283,Soyo,AO,2021-02-02 23:51:33,-6.1349,12.3689,79.23,81,100,7.18
284,Healdsburg,US,2021-02-02 23:51:33,38.6105,-122.8692,59.0,51,40,13.8
285,Montepuez,MZ,2021-02-02 23:51:33,-13.1256,38.9997,68.68,94,90,2.28
286,Ostersund,SE,2021-02-02 23:51:33,63.1792,14.6357,5.0,85,75,3.85
287,Touros,BR,2021-02-02 23:50:00,-5.1989,-35.4608,78.8,78,20,8.05
288,Richards Bay,ZA,2021-02-02 23:51:34,-28.783,32.0377,67.89,84,100,3.47
289,Morant Bay,JM,2021-02-02 23:51:34,17.8815,-76.4093,75.2,78,40,24.16
