City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
614,Martinsburg,US,39.4562,-77.9639,35.01,64,1,3.13,clear sky
615,Natal,BR,-5.795,-35.2094,78.8,83,20,3.44,few clouds
616,Okha,RU,53.5739,142.9478,2.98,93,100,8.75,overcast clouds
617,Kiama,AU,-34.6833,150.8667,79.0,77,4,5.01,clear sky
618,Aswan,EG,24.0934,32.907,55.02,63,0,4.76,clear sky
619,Pingxiang,CN,27.6167,113.85,60.15,74,74,2.82,light rain
620,Sibolga,ID,1.7427,98.7792,83.26,62,43,1.28,scattered clouds
621,Pangkalanbuun,ID,-2.6833,111.6167,83.37,77,100,3.94,overcast clouds
622,Chicama,PE,-7.8447,-79.1469,73.17,68,100,6.78,overcast clouds
623,Puerto Asis,CO,0.5133,-76.5007,74.17,91,60,1.34,broken clouds
624,Mahon,ES,39.8885,4.2658,55.4,94,40,10.36,scattered clouds
625,Yablochnyy,RU,47.1661,142.0661,5.0,66,50,6.71,scattered clouds
626,Deputatskiy,RU,69.3,139.9,-31.32,83,45,0.89,scattered clouds
627,Beohari,IN,24.05,81.3833,50.41,59,0,4.21,clear sky
628,Rantepao,ID,-2.9701,119.8978,81.82,63,100,1.3,overcast clouds
629,Springbok,ZA,-29.6643,17.8865,57.43,81,0,3.15,clear sky
630,Jinchang,CN,38.4953,102.1739,33.85,61,0,3.42,clear sky
631,Miles City,US,46.4083,-105.8406,1.4,71,90,12.66,light snow
632,Santa Cruz Cabralia,BR,-16.2781,-39.0247,78.8,83,75,4.61,broken clouds
633,Iskateley,RU,67.6803,53.1512,-26.1,85,99,13.51,overcast clouds
634,Sobolevo,RU,54.4299,31.8996,-5.06,92,67,8.05,broken clouds
635,Enumclaw,US,47.2043,-121.9915,46.99,86,100,11.99,overcast clouds
636,Scarborough,GB,54.2797,-0.4044,36.0,85,100,8.99,overcast clouds
637,Poya,NC,-21.35,165.15,83.39,68,33,4.83,scattered clouds
638,Wukari,NG,7.85,9.7833,75.4,21,0,5.75,clear sky
639,Calvini,RO,45.25,26.3,30.99,84,100,1.74,overcast clouds
640,Kieta,PG,-6.2167,155.6333,86.18,70,29,9.46,light rain
641,Porbandar,IN,21.6422,69.6093,64.35,36,0,13.44,clear sky
642,Rafai,CF,4.95,23.9167,64.69,28,9,4.65,clear sky
643,Samaipata,BO,-18.15,-63.8667,54.01,98,18,2.77,few clouds
644,Mokobeng,BW,-22.9965,27.6678,67.73,93,100,5.14,overcast clouds
645,Muzaffarabad,PK,34.37,73.4711,47.48,43,0,5.88,clear sky
646,Tsiroanomandidy,MG,-18.7667,46.0333,68.4,93,100,1.19,overcast clouds
647,Chiredzi,ZW,-21.05,31.6667,72.7,92,69,4.99,broken clouds
648,Eyl,SO,7.9803,49.8164,74.7,81,52,12.57,broken clouds
649,Kudat,MY,6.8837,116.8477,80.6,89,20,4.61,few clouds
650,Calabozo,VE,8.9242,-67.4293,80.76,51,100,10.36,overcast clouds
651,Bizhbulyak,RU,53.6967,54.2642,-2.94,91,100,16.46,overcast clouds
652,Payakumbuh,ID,-0.2202,100.6308,75.81,78,97,2.48,overcast clouds
653,Maxixe,MZ,-23.8597,35.3472,75.27,91,98,6.69,overcast clouds
654,Menongue,AO,-14.6585,17.691,65.3,93,100,5.64,light rain
655,Tungor,RU,53.3808,142.9564,4.21,94,100,8.75,overcast clouds
656,Jalu,LY,29.0331,21.5482,57.67,43,0,8.41,clear sky
657,Buala,SB,-8.145,159.5921,77.7,82,100,4.92,light rain
658,Holland,US,42.7875,-86.1089,19.4,73,90,14.97,light snow
659,Columbus,US,39.9612,-82.9988,21.99,58,75,3.44,broken clouds
660,Sisimiut,GL,66.9395,-53.6735,24.04,78,0,22.06,clear sky
661,Shirokiy,RU,49.758,129.523,-14.19,87,2,6.78,clear sky
662,Akim Swedru,GH,5.8938,-1.0164,75.18,94,12,2.55,few clouds
663,Port Pirie,AU,-33.1833,138.0167,69.8,60,75,16.11,broken clouds
664,Azogues,EC,-2.7333,-78.8333,62.6,67,79,5.75,broken clouds
665,Churachandpur,IN,24.3333,93.6667,56.28,51,0,0.92,clear sky
666,Tucumcari,US,35.1717,-103.725,46.4,17,1,9.22,clear sky
667,Whitianga,NZ,-36.8333,175.7,68.86,61,61,10.27,broken clouds
668,Cabedelo,BR,-6.9811,-34.8339,78.8,83,20,4.61,few clouds
669,Playa Del Carmen,MX,20.6274,-87.0799,79.0,89,1,8.05,clear sky
670,Busdi,PH,8.2761,125.2514,74.44,81,100,3.42,overcast clouds
671,Abalak,RU,58.1286,68.5944,29.98,99,100,11.14,light snow
672,Rawson,AR,-43.3002,-65.1023,58.24,71,13,18.92,few clouds
673,Agua Verde,MX,22.9,-106.05,68.0,77,1,8.05,clear sky
674,Suez,EG,29.9737,32.5263,58.24,66,0,4.61,clear sky
675,Brae,GB,60.3964,-1.353,33.8,60,90,17.27,light snow
676,Jieshi,CN,22.8134,115.8257,67.71,66,0,13.56,clear sky
677,Siguiri,GN,11.6667,-9.5,74.44,20,87,4.18,overcast clouds
678,Richards Bay,ZA,-28.783,32.0377,72.79,86,31,8.9,scattered clouds
679,Jumla,NP,29.2747,82.1838,28.9,70,0,7.14,clear sky
680,Yigou,CN,35.8114,114.3167,39.54,68,62,18.45,broken clouds
681,Bulgan,MN,48.8125,103.5347,5.41,86,0,2.89,clear sky
682,Zaraza,VE,9.3503,-65.3245,75.47,77,93,7.67,overcast clouds
683,Moyale,KE,3.5167,39.0584,68.43,53,97,3.29,overcast clouds
684,Warkworth,NZ,-36.4,174.6667,77.0,59,88,3.0,overcast clouds
685,Taoudenni,ML,22.6783,-3.9836,59.5,35,70,9.78,broken clouds
